Bodywash Name,Gender,Bodywash Notes (normalized),Recommended Perfume,Matched Notes,Match Strength (0-100),Perfume Notes (first 12),Reasoning
https://i5.walmartimages.com/seo/Axe-Apollo-Refreshing-Long-Lasting-Men-s-Body-Wash-Sage-and-Cedarwood-16-fl-oz_8b2b4abf-ba76-4928-bc22-ecd1e6f0d6dc.aa4ac1bf90cf090747835fa11c73e498.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, ozone, sage, rosemary, herbal, charcoal",Haxan Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → wormwood (fuzzy), sage → sage (exact), rosemary → rosemary (exact)",60.0,"chamomile, saffron, galbanum, lavender, rosemary, clary sage, marjoram, wormwood, sage, jasmine, cypress, fir balsam","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → wormwood, sage → sage); overall match strength 60.0/100."
https://i5.walmartimages.com/seo/Suave-Professionals-Men-3-in-1-Shampoo-Conditioner-Body-Wash-Charcoal-28-fl-oz_3228585c-6d8d-45b4-8b98-88c16f4588f3.956de9c50bd24a7b4cd48b9e60e92301.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/OLD-SPICE-BODY-WASH-FOR-MEN-HOLIDAY-EDITION-24-7-SHOWER-FRESH-JACKED-FROST-FROSTED-MINT-SCENT16FL-OZ_1e44ca0e-2923-41da-b9c8-245163b71c1d.2fdeb5d465882dbd740ee59b8aeb37ee.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Suave-Men-Citrus-Rush-3-in-1-Shampoo-Conditioner-Body-Wash-Citrus-Sandalwood-12-6-oz_4feb27bb-53e6-4582-a824-b00cc627eb89.eb453528e25dde7bdca21753b7f749cb.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, cedar, sandalwood, wood, charcoal",Scandal Parfum Cologne,"bergamot → bergamot (exact), lemon → lemon (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → casmir wood (fuzzy)",68.6,"lemon, bergamot, petitgrain, spearmint, lavender, basil, tarragon, lily of the valley, rose, jasmin de grasse, violet, rhubarb","Shares key notes (bergamot → bergamot, lemon → lemon, cedar → cedar, sandalwood → sandalwood); overall match strength 68.6/100."
https://i5.walmartimages.com/seo/NIVEA-MEN-Cool-Body-Wash-with-Icy-Menthol-16-9-fl-oz-Bottle_b9a9dc4a-ca37-4d72-98a2-1dd61efa06aa.9beac5f2ec5aef9b074e390a58162138.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, ozone, charcoal",Mefisto Eau de Parfum,"bergamot → bergamot (exact), lemon → calabrian lemon (fuzzy), citrus → fresh citrus (fuzzy)",41.6,"fresh citrus, calabrian lemon, grapefruit, bergamot, lavender flowers, damascene rose, white flowers, florence iris, neroli, cedar, haiti vetiver, vanilla bourbon","Shares key notes (bergamot → bergamot, lemon → calabrian lemon, citrus → fresh citrus); overall match strength 41.6/100."
https://i5.walmartimages.com/seo/NIVEA-MEN-Sensitive-Body-Wash-with-Bamboo-Extract-30-fl-oz-Bottle_fb5dabe4-ee53-4582-b40b-6ca43d6b9816.d34ab80c296ca11f0e981945cfe6f5ac.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Method-Men-Juniper-Sage-Body-Wash-18oz_c391ecec-c94e-457a-a0cc-12617a18c686.24a63e5ba456ab9219eef076214a70da.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"sage, rosemary, herbal, pine, fir, charcoal",Mamok Eau de Parfum,"sage → sage (exact), pine → pineapple (fuzzy), fir → fir (exact)",46.7,"sage, fir, spices, pineapple, honey","Shares key notes (sage → sage, pine → pineapple, fir → fir); overall match strength 46.7/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Invigorating-Revive-3-in-1-Body-Face-Hair-Wash-for-Men-All-Skin-30-oz_388bab00-13e5-4657-87d8-62c0fdf4285b.3f161f91724de6f491e70b740dce52a5.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Dial-Men-3in1-Body-Hair-and-Face-Wash-Recharge-32-fl-oz_a7eae335-ec7d-4957-9f11-3ea9828adda2.6d0da560e0a35959c43708ff8dda76e6.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, charcoal",Interlude Black Iris Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → agarwood smoke (fuzzy)",70.0,"bergamot, rosemary, violet leaves, orris, amber, frankincense, cistus, myrrh, vanilla, leather, agarwood smoke, patchouli","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → agarwood smoke); overall match strength 70.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Cleansing-Body-Wash-Men-24-7-Shower-Fresh-Lasting-Scent-2-1-Body-Face-Wash-Rich-Lather-Superman-Bright-Citrus-Cosmos-Scent-24-oz_576e8646-8469-4aa6-83c8-9eedcac78ae3.f818ee12f3dc10c0cdea1bda0874c74f.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, pepper, cardamom, ozone, musk, charcoal",Santal Eau de Toilette,"bergamot → bergamot (exact), lemon → lemon (exact), pepper → black pepper (fuzzy), cardamom → cardamom (exact), musk → musk (exact)",60.0,"bergamot, black pepper, cardamom, green grass, lemon, clove bud, lavender, nutmeg, amber, cedar, frankincense, musk","Shares key notes (bergamot → bergamot, lemon → lemon, pepper → black pepper, cardamom → cardamom); overall match strength 60.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Fresher-Timber-with-Sandalwood-Scent-Body-Wash-for-Men-18-fl-oz_a18a5ac6-7a63-4d92-99ca-2fcb946e7fbe.2a48ead33f708b7a8787ab316e245a57.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, cedar, sandalwood, wood, ozone, charcoal",Mon Nom Est Rouge Eau de Parfum,"pepper → pepper (exact), cardamom → cardamom (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → woody balsamic (fuzzy)",68.6,"pepper, lemon, elemi, pink pepper, metallic affect, rose, geranium, cardamom, cumin, cinnamon, ginger, incense","Shares key notes (pepper → pepper, cardamom → cardamom, cedar → cedar, sandalwood → sandalwood); overall match strength 68.6/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-Bear-Glove-24-fl-oz_17e3680b-445c-4249-85d5-50b211c2c018.b031a56407b0f8e579647493dbf3e5c3.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Refreshing-Hydrating-Face-Body-Wash-for-Men-Extra-Fresh-All-Skin-18-oz_998e6f63-c8cf-424d-b999-045b5f40552a.ce5cae8c5138ce628d65a8815928b587.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, charcoal",Lili Laa Eau de Parfum,ozone → ozone (exact),50.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/Dove-Men-Care-Exfoliating-Deep-Clean-Face-Body-Wash-for-Men-Citrus-Cedar-18-oz_74e6cc26-f7bf-47fb-86cc-9e78d01d7fee.a86b665f905cfe21971b9a5c3f8ab471.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"bergamot, lemon, citrus, cedar, sandalwood, wood, musk, charcoal",Scandal Parfum Cologne,"bergamot → bergamot (exact), lemon → lemon (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → casmir wood (fuzzy), musk → musk (exact)",72.5,"lemon, bergamot, petitgrain, spearmint, lavender, basil, tarragon, lily of the valley, rose, jasmin de grasse, violet, rhubarb","Shares key notes (bergamot → bergamot, lemon → lemon, cedar → cedar, sandalwood → sandalwood); overall match strength 72.5/100."
https://i5.walmartimages.com/seo/Old-Spice-Body-Wash-for-Men-Dragonblast-Scent-Long-Lasting-Lather-24-fl-oz_678cf123-0934-4f57-8452-abf451ecfc33.97aba4e6b6a7e91069cc54f96717b5d7.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/NIVEA-MEN-Active-Clean-Body-Wash-with-Natural-Charcoal-16-9-fl-oz-Bottle_fc720869-cb33-4cd5-bc09-70c0831db4d5.ab79de7805e78f40a5d97582cf43a509.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"vanilla, amber, musk, tobacco, leather, charcoal",Black Leather Eau de Parfum,"vanilla → vanilla (exact), amber → amber (exact), musk → musk (exact), tobacco → tobacco (exact), leather → leather (exact)",72.5,"leather, bergamot, tobacco, jasmine, oakmoss, amber, musk, vanilla","Shares key notes (vanilla → vanilla, amber → amber, musk → musk, tobacco → tobacco); overall match strength 72.5/100."
https://i5.walmartimages.com/seo/Cremo-Mens-Body-Wash-16-Oz-Bourbon-Vanilla-Scent_3cf0050b-db26-4e98-bc9a-bcb4b5a5e5bb.9d1ae0720bb429d49070dbb52cf979ce.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"vanilla, amber, tobacco, leather, charcoal",Shaghaf Eau de Parfum,"vanilla → vanilla (exact), amber → amber (exact), tobacco → tobacco (exact), leather → leather (exact)",67.0,"cardamom, ginger, citruses, leather, tobacco, cedar, woody musk, patchouli, agarwood, amber, vanilla, tolu balsam","Shares key notes (vanilla → vanilla, amber → amber, tobacco → tobacco, leather → leather); overall match strength 67.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-for-Men-Shore-Scent-24-7-Shower-Fresh-18-oz_acb9c26b-5106-41cb-ab12-6aa51febb005.ce9b6d164f1528bab239227578087fb9.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Cremo-Mens-Body-Wash-Bourbon-Vanilla-Scent-32-fl-oz_81ab9015-6792-40f7-a1f1-468f239f284f.d33a6f9a6ae5c520dde0a53cff68a7a5.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"vanilla, amber, tobacco, leather, charcoal",Shaghaf Eau de Parfum,"vanilla → vanilla (exact), amber → amber (exact), tobacco → tobacco (exact), leather → leather (exact)",67.0,"cardamom, ginger, citruses, leather, tobacco, cedar, woody musk, patchouli, agarwood, amber, vanilla, tolu balsam","Shares key notes (vanilla → vanilla, amber → amber, tobacco → tobacco, leather → leather); overall match strength 67.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Moisturizing-Body-Wash-for-Men-Blackcurrant-Plant-Based-Cleanser-26-oz_7d7fd615-8a1c-418c-a066-da0bd65f9a88.8818824a8d9762ab93492c5524002ae0.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"amber, wood, musk, charcoal",Danger Parfum Cologne,"amber → amber (exact), wood → wood (exact), musk → musk (exact)",75.0,"lemon, bergamot, lavender, tarragon, lily of the valley, jasmin de grasse, violet, rhubarb, galbanum, clove, cumin, patchouli","Shares key notes (amber → amber, wood → wood, musk → musk); overall match strength 75.0/100."
https://i5.walmartimages.com/seo/Old-Spice-High-Endurance-Men-s-Body-Wash-Pure-Sport-24-fl-oz-2-Pack_e30db312-7f88-4a5a-afce-4cf787bb7b5d.69bf07ddf45a0eb3423ec1f82c45d10d.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Duke-Cannon-Body-Wash-Midway-18oz_3b86760d-1d39-466f-8a98-a93d56fd2007.ede390e3a94883c8d8414f5aeecaaa96.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Old-Spice-Swagger-Body-Wash-for-Men-33-4-fl-oz_fb18b637-a124-4a6b-85fc-d68fd9033641.6ba64c8e8fad88da138dd74668792dd9.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Plant-Based-Body-Wash-Sandalwood-Cardamom-Oil-26-oz_da1b0579-6b53-4f8b-ac75-6f95d0b52ded.dfde6b15bb34e0135ed8d80c7d6b1dd8.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, cedar, sandalwood, wood, charcoal",Mon Nom Est Rouge Eau de Parfum,"pepper → pepper (exact), cardamom → cardamom (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → woody balsamic (fuzzy)",80.0,"pepper, lemon, elemi, pink pepper, metallic affect, rose, geranium, cardamom, cumin, cinnamon, ginger, incense","Shares key notes (pepper → pepper, cardamom → cardamom, cedar → cedar, sandalwood → sandalwood); overall match strength 80.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Extra-Fresh-Refreshing-Hydrating-Face-and-Body-Wash-30-fl-oz_231b5206-d430-436a-a400-695e88fc874a.91a868de63fa0f168acaa37a795a9cf6.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, charcoal",Lili Laa Eau de Parfum,ozone → ozone (exact),50.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/Bath-and-Body-Works-Men-s-Collection-Graphite-Trio-Gift-Set-Body-Cream-3-in-1-Hair-Face-Body-Wash-Body-Spray-Full-Size_fd7d55be-a36e-438c-9180-2901c746cef1.938200b4df32f7ad0e68685f7ce7887d.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Cremo-Mens-Body-Wash-Winter-Woods-Scent-16-fl-oz_5062dbdb-a07c-4f51-b539-5f5ac7c74808.6d1712ae6e82bc7ccdf9cb45a7b7298a.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, charcoal",Interlude Black Iris Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → agarwood smoke (fuzzy)",70.0,"bergamot, rosemary, violet leaves, orris, amber, frankincense, cistus, myrrh, vanilla, leather, agarwood smoke, patchouli","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → agarwood smoke); overall match strength 70.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Refreshing-Daily-Use-Face-Body-Wash-for-Men-All-Skin-Type-13-5-oz_b667d293-6d28-4724-b14c-5e28abd2285f.7f42ea8fabc39a8fb8c60ef79f7057f2.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, charcoal",Lili Laa Eau de Parfum,ozone → ozone (exact),50.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 50.0/100.
https://i5.walmartimages.com/seo/Axe-Fine-Fragrance-Long-Lasting-Men-s-Body-Wash-Blue-Lavender-18-oz_01266414-ad65-4176-a246-10334f687e06.3f71edeb0287c95f02daa1f5d03257ec.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"ozone, lavender, fougere, charcoal",Fougere Platine Eau de Parfum,"lavender → lavender (exact), fougere → woody click here for ingredients close fougere platine by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time please refer to the ingredient list on the product package you receive for the most up to date list of ingredients (fuzzy)",45.0,"bergamot, clary sage, lavender, basil, artemisia, olibanum, spanish labdanum, honey, cedar, tobacco, woody click here for ingredients close fougere platine by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time please refer to the ingredient list on the product package you receive for the most up to date list of ingredients","Shares key notes (lavender → lavender, fougere → woody click here for ingredients close fougere platine by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time please refer to the ingredient list on the product package you receive for the most up to date list of ingredients); overall match strength 45.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Purifying-Hydrating-Face-Body-Wash-for-Men-Charcoal-Clay-18-oz_714639c8-e0fb-4a9c-b3c0-cf7397abdd97.f9bd779011ba47bfddf34469de32b0d0.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,charcoal,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
https://i5.walmartimages.com/seo/Every-Man-Jack-Body-Wash-Cedarwood-16-9-fl-oz-Gel_a1ca7968-b26f-40a1-a5f8-be02d160b2a3.5e456915d81c11dabe2c601b40163e7a.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, charcoal",Interlude Black Iris Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → agarwood smoke (fuzzy)",70.0,"bergamot, rosemary, violet leaves, orris, amber, frankincense, cistus, myrrh, vanilla, leather, agarwood smoke, patchouli","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → agarwood smoke); overall match strength 70.0/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-Eagle-Fangs-24-fl-oz_723555ef-6147-43d1-bf51-81b4dbdf9958.c92c94dfd8869a06e408bd92d67d4b8c.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Cremo-Men-s-Body-Wash-Spice-Black-Vanilla-Scent-16-fl-oz_d8cdd852-bb22-462a-84da-72d0f2794b4c.13b387b678fe70d17255017d9ea3eb61.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, vanilla, amber, wood, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact), vanilla → vanilla (exact), amber → amber (exact), wood → sandalwood (fuzzy)",68.6,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom, vanilla → vanilla, amber → amber); overall match strength 68.6/100."
https://i5.walmartimages.com/seo/DOVE-MEN-CARE-BODY-WASH-APPLE-CIDER-BOURBON-4-PIECE-18-OZ_410ac5e4-0c3e-418d-ba8a-ddc4e1823fa5.2668f5290519205e6628af904d32a936.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"tobacco, leather, charcoal",Saringkarn Extrait,"tobacco → tobacco (exact), leather → leather (exact)",45.0,"saffron, champaca, fir balsam, beeswax, amber, rose, tobacco, leather, dark chocolate, prune, agarwood, musk","Shares key notes (tobacco → tobacco, leather → leather); overall match strength 45.0/100."
https://i5.walmartimages.com/seo/OS-RZ-SWAGGER-BW_cfefb67a-b6a5-41de-8b9a-8808ea02d39f.e78149fa9d7e98edac32a83b9e473db9.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, cedar, sandalwood, wood, ozone, charcoal",Mon Nom Est Rouge Eau de Parfum,"pepper → pepper (exact), cardamom → cardamom (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → woody balsamic (fuzzy)",68.6,"pepper, lemon, elemi, pink pepper, metallic affect, rose, geranium, cardamom, cumin, cinnamon, ginger, incense","Shares key notes (pepper → pepper, cardamom → cardamom, cedar → cedar, sandalwood → sandalwood); overall match strength 68.6/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-Moisturize-with-Shea-Butter-All-Skin-Types-18-fl-oz_64bd629b-5c51-4e42-92b8-577829a6328b.8292505ffe3ce6608b91f547939f3afd.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Suave-Men-s-Stress-Relief-Body-Face-Wash-with-Lavender-Cedarwood-18-oz_a94a8621-cd29-4455-bd88-5f73d71e01cd.ce140886c5626e667190a9177999cb6a.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, lavender, fougere, charcoal",Haxan Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → wormwood (fuzzy), lavender → lavender (exact)",63.3,"chamomile, saffron, galbanum, lavender, rosemary, clary sage, marjoram, wormwood, sage, jasmine, cypress, fir balsam","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → wormwood, lavender → lavender); overall match strength 63.3/100."
https://i5.walmartimages.com/seo/Old-Spice-Body-Wash-for-Men-Dragonblast-33-4-oz_9bcebda3-2c21-45a6-9168-3675245192b6.2496600ba0332cf998a987ea6b346e2f.png?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Dove-Men-Care-Nourishing-Face-Body-Wash-for-Men-Rejuvenating-Mango-Cedarwood-30-oz_39fe11ea-aae2-4f83-a2e3-5280d7931d39.2228ececf197d9294249cb439b7aa81b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"cedar, sandalwood, wood, charcoal",Interlude Black Iris Eau de Parfum,"cedar → cedar (exact), sandalwood → sandalwood (exact), wood → agarwood smoke (fuzzy)",70.0,"bergamot, rosemary, violet leaves, orris, amber, frankincense, cistus, myrrh, vanilla, leather, agarwood smoke, patchouli","Shares key notes (cedar → cedar, sandalwood → sandalwood, wood → agarwood smoke); overall match strength 70.0/100."
https://i5.walmartimages.com/seo/Adidas-Ice-Dive-Eau-De-Toilette-1-7-fl-oz-Men-s-Fragrance_c207f88b-638b-4afc-8f76-230a5e1e7bf9.b0f8a17b66e648e789a5e273a195f86b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,ozone,Lili Laa Eau de Parfum,ozone → ozone (exact),100.0,"lily, ozone, grass, amber, neroli",Shares key notes (ozone → ozone); overall match strength 100.0/100.
https://i5.walmartimages.com/seo/Adidas-Shower-Gel-Power-Booster-13-5-oz-Shower-Gel_2ea04548-c365-4cda-b3ed-7e0829f1e499.7f20a0556a9d0cdb7b1b75befdfca9de.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"citrus, musk",Queen Of The Night Eau de Parfum,"citrus → citrus (exact), musk → musk (exact)",67.5,"citrus, berries, clove, neroli, jasmine, ylang ylang, tuberose, gardenia, pittosporum, wisteria, mimosa, vanilla","Shares key notes (citrus → citrus, musk → musk); overall match strength 67.5/100."
https://i5.walmartimages.com/seo/Old-Spice-Men-s-Body-Wash-Captain-24-fl-oz_f23f589a-8c9c-45bd-b908-e06c7c81bd66.d3c5b7a1b44b8d97e48670132df4c127.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",50.0,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 50.0/100."
https://i5.walmartimages.com/seo/Dial-Men-3in1-Body-Hair-and-Face-Wash-Ultimate-Clean-32-fl-oz_a43d87a4-8fb8-4b8b-800d-f459e1cabb60.6025f9b53afb9f57ff02d8b66cf1d4a3.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"vanilla, amber, cedar, sandalwood, wood, musk, charcoal",Mon Nom Est Rouge Eau de Parfum,"vanilla → vanilla (exact), amber → amber (exact), cedar → cedar (exact), sandalwood → sandalwood (exact), wood → woody balsamic (fuzzy), musk → musk (exact)",82.9,"pepper, lemon, elemi, pink pepper, metallic affect, rose, geranium, cardamom, cumin, cinnamon, ginger, incense","Shares key notes (vanilla → vanilla, amber → amber, cedar → cedar, sandalwood → sandalwood); overall match strength 82.9/100."
https://i5.walmartimages.com/seo/OLD-SPICE-BODY-WASH-FOR-MEN-HOLIDAY-EDITION-24-7-SHOWER-FRESH-LUMBERSNACK-FRESH-PINE-SCENT-16FL-OZ_434c9848-c4ab-404d-a766-b0b7a3a2c0c2.1c75238ea844d00b5538bce96763aae4.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF,Men,"pepper, cardamom, ozone, pine, fir, charcoal",Mohur Extrait Parfum Extrait,"pepper → pepper (exact), cardamom → cardamom (exact)",33.3,"cardamom, coriander, ambrette, carrot seeds, pepper, elemi, iris, jasmine, rose, violet, almond, leather","Shares key notes (pepper → pepper, cardamom → cardamom); overall match strength 33.3/100."
