Bodywash Name,Gender,Bodywash Notes (normalized),Recommended Perfume,Matched Notes,Match Strength (0-100),Perfume Notes (first 12),Reasoning
"Method Limited Edition Body Wash, Play That Funk with notes of Orange, Dragon Fruit, and Citrus, 18oz",Women,"orange, dragon fruit, bergamot, apple, lemon",V - Erba Pura Eau de Parfum,"orange → orange (exact), dragon fruit → fruit (fuzzy), bergamot → bergamot (exact), lemon → lemon (exact)",76.0,"orange, lemon, bergamot, fruit, amber, white musk, vanilla","Shares key notes (orange → orange, dragon fruit → fruit, bergamot → bergamot, lemon → lemon); overall match strength 76.0/100."
"Caress Body Wash for Women, Daily Silk White Peach & Orange Blossom for All Skin 20 fl oz",Women,"orange, neroli, peach, bergamot, apple",Empressa Eau de Toilette,"orange → blood orange (fuzzy), neroli → neroli (exact), peach → peach (exact), bergamot → bergamot (exact)",76.0,"blood orange, bergamot, mandarin, peach, cassis, dewberry, rose, neroli, geranium, cardamom, pink pepper, black pepper","Shares key notes (orange → blood orange, neroli → neroli, peach → peach, bergamot → bergamot); overall match strength 76.0/100."
"(4 pack) Ivory Mild and Gentle Body Wash, Lavender Scent, for All Skin Types, 35 fl oz",Women,"lavender, rose, jasmine, peony, lily",Elysium Pour Homme Extrait de Parfum,"lavender → lavender (exact), rose → rose (exact), jasmine → jasmine (exact), lily → lily of the valley (fuzzy)",76.0,"lemon, bergamot, grapefruit, lime, lavender, thyme, artemisia, musk, lily of the valley, rose, jasmine, apple","Shares key notes (lavender → lavender, rose → rose, jasmine → jasmine, lily → lily of the valley); overall match strength 76.0/100."
"Caress Body Wash for Women, Daily Silk White Peach & Orange Blossom for All Skin 30 fl oz",Women,"orange, neroli, peach, bergamot, apple",Empressa Eau de Toilette,"orange → blood orange (fuzzy), neroli → neroli (exact), peach → peach (exact), bergamot → bergamot (exact)",76.0,"blood orange, bergamot, mandarin, peach, cassis, dewberry, rose, neroli, geranium, cardamom, pink pepper, black pepper","Shares key notes (orange → blood orange, neroli → neroli, peach → peach, bergamot → bergamot); overall match strength 76.0/100."
"PR Dove Body Wash for Women Moisturizing Revitalize Cherry & Chia Milk Cleanser, 20 oz",Women,"cherry, milk, apple, vanilla, pear",Il Tempo delle Mele Eau de Parfum,"milk → milk (exact), apple → apple (exact), vanilla → vanilla (exact)",60.0,"milk, apple, vanilla","Shares key notes (milk → milk, apple → apple, vanilla → vanilla); overall match strength 60.0/100."
"Soapbox Moisture Multiplying Body Wash for Women & Men, All Skin Types, Vanilla Bean + Fig, 20 oz",Women,"fig, vanilla, apple, tonka, pear",Milk Musk Eau de Toilette,"vanilla → vanilla (exact), tonka → tonka (exact), pear → pear (exact)",60.0,"pear, peach, musk, ambergris, vanilla, white cedarwood, tonka","Shares key notes (vanilla → vanilla, tonka → tonka, pear → pear); overall match strength 60.0/100."
"Love Beauty and Planet Nourishing Women's Body Wash, Rose Water and Niacinamide, 20 fl oz",Women,"rose, jasmine, peony, lily, violet",Brume du Matin Eau de Parfum,"rose → rose (exact), jasmine → jasmine (exact), peony → peony (exact), violet → violet (exact)",80.0,"mandarin, bergamot, peach, plum, rose, violet, jasmine, peony, amber, woods, white musk","Shares key notes (rose → rose, jasmine → jasmine, peony → peony, violet → violet); overall match strength 80.0/100."
"Dove Beauty Bar Women's Bath Soap Rebalancing White Peach & Rice Milk, 3.75 oz 4 Bars",Women,"peach, milk, soapy, apple, vanilla",Il Tempo delle Mele Eau de Parfum,"milk → milk (exact), apple → apple (exact), vanilla → vanilla (exact)",60.0,"milk, apple, vanilla","Shares key notes (milk → milk, apple → apple, vanilla → vanilla); overall match strength 60.0/100."
"Soapbox Moisture Multiplying Body Wash for Women & Men, All Skin Types, Vanilla Bean + Fig, 20 oz",Women,"fig, vanilla, apple, tonka, pear",Milk Musk Eau de Toilette,"vanilla → vanilla (exact), tonka → tonka (exact), pear → pear (exact)",60.0,"pear, peach, musk, ambergris, vanilla, white cedarwood, tonka","Shares key notes (vanilla → vanilla, tonka → tonka, pear → pear); overall match strength 60.0/100."
"Caress Body Wash for Women, Black Orchid & Patchouli Oil Shower Gel for All Skin 20 fl oz",Women,"orchid, patchouli, rose, cedar, jasmine",Ambre Royal Eau de Parfum,"orchid → orchid (exact), patchouli → patchouli (exact), rose → rose (exact), cedar → cedar (exact), jasmine → jasmine (exact)",100.0,"green, orange, bergamot, jasmine, orchid, osmanthus, rose, amber, orris, cedar, ambergris, tonka","Shares key notes (orchid → orchid, patchouli → patchouli, rose → rose, cedar → cedar); overall match strength 100.0/100."
"Dove Anti-Stress Moisturizing Women's Liquid Body Wash Blue Chamomile & Oat Milk All Skin, 30.6 oz",Women,"milk, vanilla, tonka, benzoin, caramel",Dates Delight Eau de Parfum,"vanilla → vanilla (exact), tonka → tonka (exact), benzoin → benzoin (exact), caramel → caramel (exact)",80.0,"peony, dates, coumarin, caramel, tonka, cinnamon, honey, amber, benzoin, vanilla, sugar","Shares key notes (vanilla → vanilla, tonka → tonka, benzoin → benzoin, caramel → caramel); overall match strength 80.0/100."
"Ivory Mild and Gentle Body Wash, Lavender Scent, for All Skin Types, 35 fl oz",Women,"lavender, rose, jasmine, peony, lily",Elysium Pour Homme Extrait de Parfum,"lavender → lavender (exact), rose → rose (exact), jasmine → jasmine (exact), lily → lily of the valley (fuzzy)",76.0,"lemon, bergamot, grapefruit, lime, lavender, thyme, artemisia, musk, lily of the valley, rose, jasmine, apple","Shares key notes (lavender → lavender, rose → rose, jasmine → jasmine, lily → lily of the valley); overall match strength 76.0/100."
"Dove Pampering Gentle Body Wash for Women Shea Butter & Vanilla, 30 fl oz",Women,"vanilla, shea butter, tonka, benzoin, caramel",Dates Delight Eau de Parfum,"vanilla → vanilla (exact), tonka → tonka (exact), benzoin → benzoin (exact), caramel → caramel (exact)",80.0,"peony, dates, coumarin, caramel, tonka, cinnamon, honey, amber, benzoin, vanilla, sugar","Shares key notes (vanilla → vanilla, tonka → tonka, benzoin → benzoin, caramel → caramel); overall match strength 80.0/100."
"Dr. Bronner's Magic Soap - Castile Liquid Soap - 32 oz - Body Wash, Face Wash - Unscented - Age Group: Baby & All Ages",Women,unscented,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
"Dove Restoring Gentle Body Wash for Women Coconut & Cocoa Butter, 30.6 oz with Pump",Women,"coconut, cocoa, cocoa butter, apple, vanilla",La Danza delle Libellule Eau de Parfum,"coconut → coconut (exact), apple → red apple (fuzzy), vanilla → vanilla (exact)",56.0,"bergamot, red apple, cedar, cinnamon, musk, vanilla, coconut","Shares key notes (coconut → coconut, apple → red apple, vanilla → vanilla); overall match strength 56.0/100."
"Olay Ultra Moisture Body Wash with Coconut Oil, 33 fl oz (1 pack)",Women,"coconut, apple, pear, peach, apricot",Rakugan (Sugar Sweets) Eau de Parfum,"apple → apple (exact), peach → peach (exact), apricot → apricot (exact)",60.0,"apricot, apple, strawberry, maple, rose, benzoin, peach, vanilla, tonka beans, cedar wood, iris","Shares key notes (apple → apple, peach → peach, apricot → apricot); overall match strength 60.0/100."
"Caress Exfoliating Body Wash for Women, Shea Butter & Brown Sugar Shower Gel for All Skin 30 fl oz",Women,"sugar, shea butter, vanilla, tonka, benzoin",Dates Delight Eau de Parfum,"sugar → sugar (exact), vanilla → vanilla (exact), tonka → tonka (exact), benzoin → benzoin (exact)",80.0,"peony, dates, coumarin, caramel, tonka, cinnamon, honey, amber, benzoin, vanilla, sugar","Shares key notes (sugar → sugar, vanilla → vanilla, tonka → tonka, benzoin → benzoin); overall match strength 80.0/100."
"Caress Body Wash for Women, Mango & Almond Oil Shower Gel for All Skin 30 fl oz",Women,"mango, almond, apple, vanilla, pear",Or du Serail Eau de Parfum,"mango → mango (exact), apple → apple (exact), vanilla → vanilla (exact)",60.0,"cistus, apple, red fruit effects, mango, rum, sweet orange, davana, sage, bee wax, honey effect, coco, geranium","Shares key notes (mango → mango, apple → apple, vanilla → vanilla); overall match strength 60.0/100."
"Ivory Mild and Gentle Body Wash, Fragrance-Free, for Sensitive Skin, 35 fl oz",Women,unscented,Tihota Eau de Parfum,,0.0,"vanilla, musks",Recommended based on closest note overlap; overall match strength 0.0/100.
"Dove Body Wash for Women Moisturizing Revitalizante Cherry & Chia Milk Cleanser All Skin, 30.6 oz with Pump",Women,"cherry, milk, apple, vanilla, pear",Il Tempo delle Mele Eau de Parfum,"milk → milk (exact), apple → apple (exact), vanilla → vanilla (exact)",60.0,"milk, apple, vanilla","Shares key notes (milk → milk, apple → apple, vanilla → vanilla); overall match strength 60.0/100."
"Olay Moisture Ribbons Plus Shea and Manuka Honey Body Wash, for All Skin Types, 18 fl oz",Women,"shea butter, vanilla, tonka, benzoin, caramel",Dates Delight Eau de Parfum,"vanilla → vanilla (exact), tonka → tonka (exact), benzoin → benzoin (exact), caramel → caramel (exact)",80.0,"peony, dates, coumarin, caramel, tonka, cinnamon, honey, amber, benzoin, vanilla, sugar","Shares key notes (vanilla → vanilla, tonka → tonka, benzoin → benzoin, caramel → caramel); overall match strength 80.0/100."
"Dove Beauty Bar Soap for Women Deep Exfoliating Charcoal Powder & Glycerin All Skin, 3.75 oz 4 Bars",Women,"powdery, soapy, charcoal, musk, cotton",Sundazed Eau de Parfum,"musk → skin musk (fuzzy), cotton → cotton candy (fuzzy)",32.0,"mandarin, lemon, neroli, jasmine, cotton candy, skin musk","Shares key notes (musk → skin musk, cotton → cotton candy); overall match strength 32.0/100."
"Caress Body Wash for Women, Daily Silk White Peach & Orange Blossom for All Skin 20 fl oz",Women,"orange, neroli, peach, bergamot, apple",Empressa Eau de Toilette,"orange → blood orange (fuzzy), neroli → neroli (exact), peach → peach (exact), bergamot → bergamot (exact)",76.0,"blood orange, bergamot, mandarin, peach, cassis, dewberry, rose, neroli, geranium, cardamom, pink pepper, black pepper","Shares key notes (orange → blood orange, neroli → neroli, peach → peach, bergamot → bergamot); overall match strength 76.0/100."
"(4 pack) Ivory Mild and Gentle Body Wash, Lavender Scent, for All Skin Types, 35 fl oz",Women,"lavender, rose, jasmine, peony, lily",Elysium Pour Homme Extrait de Parfum,"lavender → lavender (exact), rose → rose (exact), jasmine → jasmine (exact), lily → lily of the valley (fuzzy)",76.0,"lemon, bergamot, grapefruit, lime, lavender, thyme, artemisia, musk, lily of the valley, rose, jasmine, apple","Shares key notes (lavender → lavender, rose → rose, jasmine → jasmine, lily → lily of the valley); overall match strength 76.0/100."
"Caress Body Wash for Women, Daily Silk White Peach & Orange Blossom for All Skin 30 fl oz",Women,"orange, neroli, peach, bergamot, apple",Empressa Eau de Toilette,"orange → blood orange (fuzzy), neroli → neroli (exact), peach → peach (exact), bergamot → bergamot (exact)",76.0,"blood orange, bergamot, mandarin, peach, cassis, dewberry, rose, neroli, geranium, cardamom, pink pepper, black pepper","Shares key notes (orange → blood orange, neroli → neroli, peach → peach, bergamot → bergamot); overall match strength 76.0/100."
"Dove Advanced Care Antiperspirant Deodorant Stick for Women Caring Coconut, 2.6 oz",Women,"coconut, apple, pear, peach, apricot",Rakugan (Sugar Sweets) Eau de Parfum,"apple → apple (exact), peach → peach (exact), apricot → apricot (exact)",60.0,"apricot, apple, strawberry, maple, rose, benzoin, peach, vanilla, tonka beans, cedar wood, iris","Shares key notes (apple → apple, peach → peach, apricot → apricot); overall match strength 60.0/100."
"Dove Body Wash for Women Watermelon & Guava, 20 oz",Women,"guava, watermelon, apple, pear, peach",Jardin Exclusif Eau de Parfum,"apple → green apple (fuzzy), pear → williams pear (fuzzy), peach → white peach (fuzzy)",48.0,"sweet candy, lemon, orange, green apple, white peach, williams pear, blackcurrant, jasmine, rose, violet, grey amber, white musk","Shares key notes (apple → green apple, pear → williams pear, peach → white peach); overall match strength 48.0/100."
"Olay Fresh Outlast Women's Body Wash, Watermelon & Agave, Pump, 33 fl oz",Women,"watermelon, apple, pear, peach, apricot",Rakugan (Sugar Sweets) Eau de Parfum,"apple → apple (exact), peach → peach (exact), apricot → apricot (exact)",60.0,"apricot, apple, strawberry, maple, rose, benzoin, peach, vanilla, tonka beans, cedar wood, iris","Shares key notes (apple → apple, peach → peach, apricot → apricot); overall match strength 60.0/100."
"Soapbox Moisture Multiplying Body Wash for Women & Men, All Skin Types, Vanilla Bean + Fig, 20 oz",Women,"fig, vanilla, apple, tonka, pear",Milk Musk Eau de Toilette,"vanilla → vanilla (exact), tonka → tonka (exact), pear → pear (exact)",60.0,"pear, peach, musk, ambergris, vanilla, white cedarwood, tonka","Shares key notes (vanilla → vanilla, tonka → tonka, pear → pear); overall match strength 60.0/100."
"Caress Body Wash for Women, Black Orchid & Patchouli Oil Shower Gel for All Skin 20 fl oz",Women,"orchid, patchouli, rose, cedar, jasmine",Ambre Royal Eau de Parfum,"orchid → orchid (exact), patchouli → patchouli (exact), rose → rose (exact), cedar → cedar (exact), jasmine → jasmine (exact)",100.0,"green, orange, bergamot, jasmine, orchid, osmanthus, rose, amber, orris, cedar, ambergris, tonka","Shares key notes (orchid → orchid, patchouli → patchouli, rose → rose, cedar → cedar); overall match strength 100.0/100."
"Dove Glowing Gentle Body Wash for Women All Skin Mango & Almond Butter, 30.6 fl oz",Women,"mango, almond, apple, vanilla, pear",Or du Serail Eau de Parfum,"mango → mango (exact), apple → apple (exact), vanilla → vanilla (exact)",60.0,"cistus, apple, red fruit effects, mango, rum, sweet orange, davana, sage, bee wax, honey effect, coco, geranium","Shares key notes (mango → mango, apple → apple, vanilla → vanilla); overall match strength 60.0/100."
